,Latitude,Longitude,Arithmetic Mean Ozone,1st Max Value Ozone,AQI Ozone,Arithmetic Mean CO,1st Max Value CO,AQI CO,Arithmetic Mean NO2,1st Max Value NO2,AQI NO2,Arithmetic Mean SO2,1st Max Value SO2,AQI SO2,clusters,cluster
7752,33.45797,-112.04659,0.019529,0.038,35.0,0.745833,1.2,14.0,24.125,43.0,41.0,0.958333,3.0,4.0,1,dark pink
7756,33.45797,-112.04659,0.024059,0.039,36.0,0.779167,0.9,10.0,27.5,42.0,40.0,0.916667,2.0,3.0,1,dark pink
7760,33.45797,-112.04659,0.032882,0.046,43.0,0.475,0.7,8.0,10.208333,26.0,25.0,0.0,0.0,0.0,1,dark pink
7764,33.45797,-112.04659,0.027294,0.042,39.0,0.533333,0.9,10.0,14.708333,42.0,40.0,0.166667,1.0,1.0,1,dark pink
7768,33.45797,-112.04659,0.022706,0.043,40.0,0.591667,0.9,10.0,16.333333,41.0,39.0,0.333333,1.0,1.0,1,dark pink
7772,33.45797,-112.04659,0.017706,0.032,30.0,0.770833,1.1,13.0,27.272727,42.0,40.0,0.73913,1.0,1.0,1,dark pink
7776,33.45797,-112.04659,0.012706,0.026,24.0,0.708333,1.0,11.0,25.625,45.0,42.0,0.833333,3.0,4.0,1,dark pink
7780,33.45797,-112.04659,0.034412,0.041,38.0,0.625,1.0,11.0,14.75,35.0,33.0,0.291667,1.0,1.0,1,dark pink
7784,33.45797,-112.04659,0.024765,0.039,36.0,0.583333,0.8,9.0,19.916667,43.0,41.0,0.5,3.0,4.0,1,dark pink
7788,33.45797,-112.04659,0.033118,0.041,38.0,0.533333,0.7,8.0,15.708333,36.0,34.0,0.25,1.0,1.0,1,dark pink
7792,33.45797,-112.04659,0.020353,0.042,39.0,0.529167,1.2,14.0,13.291667,44.0,42.0,0.291667,2.0,3.0,1,dark pink
7796,33.45797,-112.04659,0.036824,0.042,39.0,1.0625,1.7,19.0,19.166667,40.0,38.0,0.708333,2.0,3.0,1,dark pink
7800,33.45797,-112.04659,0.022647,0.046,43.0,0.55,1.1,13.0,16.208333,47.0,44.0,0.208333,1.0,1.0,1,dark pink
7804,33.45797,-112.04659,0.017529,0.038,35.0,0.822222,1.2,14.0,31.045455,48.0,45.0,1.2,11.0,16.0,1,dark pink
7808,33.45797,-112.04659,0.016471,0.035,32.0,0.854167,1.2,14.0,33.541667,49.0,46.0,0.409091,2.0,3.0,1,dark pink
7812,33.45797,-112.04659,0.020882,0.043,40.0,0.716667,1.1,13.0,27.833333,51.0,48.0,0.875,4.0,6.0,1,dark pink
7816,33.45797,-112.04659,0.016529,0.033,31.0,0.716667,1.0,11.0,29.333333,46.0,43.0,0.75,2.0,3.0,1,dark pink
7820,33.45797,-112.04659,0.020706,0.043,40.0,0.808333,1.2,14.0,23.75,44.0,42.0,0.791667,3.0,4.0,1,dark pink
7824,33.45797,-112.04659,0.020235,0.044,41.0,0.670833,1.2,14.0,22.166667,45.0,42.0,0.416667,2.0,3.0,1,dark pink
7828,33.45797,-112.04659,0.021,0.037,34.0,0.8625,1.3,15.0,27.695652,51.0,48.0,1.0,3.0,4.0,1,dark pink
7832,33.45797,-112.04659,0.043118,0.051,47.0,0.491667,1.1,13.0,13.0,29.0,27.0,0.166667,1.0,1.0,1,dark pink
7836,33.45797,-112.04659,0.036294,0.046,43.0,0.304167,0.4,5.0,7.708333,19.0,18.0,0.0,0.0,0.0,3,dark purple
7844,33.45797,-112.04659,0.020824,0.043,40.0,0.9125,1.3,15.0,24.541667,44.0,42.0,0.666667,2.0,3.0,1,dark pink
7848,33.45797,-112.04659,0.033235,0.044,41.0,0.683333,1.6,18.0,16.25,34.0,32.0,0.25,2.0,3.0,1,dark pink
7852,33.45797,-112.04659,0.044765,0.051,47.0,0.354167,0.5,6.0,13.125,36.0,34.0,0.083333,1.0,1.0,1,dark pink
7856,33.45797,-112.04659,0.038941,0.043,40.0,0.3,0.3,3.0,8.375,21.0,20.0,0.041667,1.0,1.0,3,dark purple
7860,33.45797,-112.04659,0.029882,0.039,36.0,0.308333,0.4,5.0,7.3,15.0,14.0,0.043478,1.0,1.0,3,dark purple
7864,33.45797,-112.04659,0.022588,0.04,37.0,0.420833,0.6,7.0,16.125,42.0,40.0,0.041667,1.0,1.0,1,dark pink
7868,33.45797,-112.04659,0.022706,0.037,34.0,0.583333,0.8,9.0,21.916667,42.0,40.0,0.375,2.0,3.0,1,dark pink
7872,33.45797,-112.04659,0.018471,0.03,28.0,0.670833,1.0,11.0,24.208333,43.0,41.0,0.5,2.0,3.0,1,dark pink
7876,33.45797,-112.04659,0.020765,0.042,39.0,0.570833,0.8,9.0,22.0,42.0,40.0,0.208333,2.0,3.0,1,dark pink
7880,33.45797,-112.04659,0.018294,0.038,35.0,0.970833,1.4,16.0,28.045455,48.0,45.0,0.913043,4.0,6.0,1,dark pink
7884,33.45797,-112.04659,0.021588,0.044,41.0,0.941667,1.3,15.0,33.208333,57.0,54.0,1.208333,4.0,6.0,1,dark pink
7888,33.45797,-112.04659,0.020471,0.041,38.0,0.779167,1.2,14.0,31.0,55.0,52.0,0.583333,2.0,3.0,1,dark pink
7892,33.45797,-112.04659,0.044941,0.054,50.0,0.708333,1.3,15.0,20.565217,47.0,44.0,0.333333,2.0,3.0,1,dark pink
7896,33.45797,-112.04659,0.036294,0.044,41.0,0.316667,0.4,5.0,7.541667,20.0,19.0,0.083333,1.0,1.0,3,dark purple
7900,33.45797,-112.04659,0.043765,0.046,43.0,0.383333,0.5,6.0,7.333333,21.0,20.0,0.0,0.0,0.0,3,dark purple
7904,33.45797,-112.04659,0.026941,0.046,43.0,0.35,0.6,7.0,9.833333,38.0,36.0,0.0,0.0,0.0,1,dark pink
7908,33.45797,-112.04659,0.034471,0.041,38.0,0.570833,0.9,10.0,16.416667,35.0,33.0,0.166667,1.0,1.0,1,dark pink
7912,33.45797,-112.04659,0.025824,0.043,40.0,0.4,0.5,6.0,18.285714,43.0,41.0,0.130435,2.0,3.0,1,dark pink
7916,33.45797,-112.04659,0.025706,0.042,39.0,0.491667,0.7,8.0,22.833333,46.0,43.0,0.25,1.0,1.0,1,dark pink
7920,33.45797,-112.04659,0.037294,0.048,44.0,0.425,0.6,7.0,11.833333,28.0,26.0,0.083333,1.0,1.0,1,dark pink
7924,33.45797,-112.04659,0.030882,0.047,44.0,0.358333,0.6,7.0,15.708333,45.0,42.0,0.0,0.0,0.0,1,dark pink
7928,33.45797,-112.04659,0.023824,0.046,43.0,0.566667,1.0,11.0,20.916667,51.0,48.0,0.375,2.0,3.0,1,dark pink
7932,33.45797,-112.04659,0.03,0.047,44.0,0.7375,1.5,17.0,19.25,44.0,42.0,0.291667,2.0,3.0,1,dark pink
7936,33.45797,-112.04659,0.027235,0.049,45.0,0.5375,0.8,9.0,24.818182,54.0,51.0,0.26087,1.0,1.0,1,dark pink
7940,33.45797,-112.04659,0.031765,0.05,46.0,0.629167,0.9,10.0,23.5,50.0,47.0,0.083333,1.0,1.0,1,dark pink
7944,33.45797,-112.04659,0.041,0.048,44.0,0.520833,0.8,9.0,13.291667,34.0,32.0,0.166667,1.0,1.0,1,dark pink
7948,33.45797,-112.04659,0.030647,0.049,45.0,0.425,0.6,7.0,14.0,44.0,42.0,0.083333,1.0,1.0,1,dark pink
7952,33.45797,-112.04659,0.03,0.048,44.0,0.520833,0.7,8.0,17.833333,45.0,42.0,0.083333,1.0,1.0,1,dark pink
7956,33.45797,-112.04659,0.028176,0.049,45.0,0.6375,1.1,13.0,20.166667,50.0,47.0,0.333333,2.0,3.0,1,dark pink
7960,33.45797,-112.04659,0.034765,0.044,41.0,0.604167,1.3,15.0,10.541667,42.0,40.0,0.041667,1.0,1.0,1,dark pink
7964,33.45797,-112.04659,0.036471,0.049,45.0,0.4,0.6,7.0,8.52381,17.0,16.0,0.0,0.0,0.0,3,dark purple
7968,33.45797,-112.04659,0.039176,0.047,44.0,0.4875,0.7,8.0,17.208333,38.0,36.0,0.125,2.0,3.0,1,dark pink
7972,33.45797,-112.04659,0.031176,0.048,44.0,0.404167,0.7,8.0,10.75,45.0,42.0,0.083333,1.0,1.0,1,dark pink
7976,33.45797,-112.04659,0.025,0.045,42.0,0.5875,0.9,10.0,21.458333,49.0,46.0,0.166667,1.0,1.0,1,dark pink
7980,33.45797,-112.04659,0.021529,0.042,39.0,0.679167,1.0,11.0,23.875,50.0,47.0,0.291667,2.0,3.0,1,dark pink
7984,33.45797,-112.04659,0.026882,0.049,45.0,0.795833,1.3,15.0,24.5,50.0,47.0,0.5,3.0,4.0,1,dark pink
7988,33.45797,-112.04659,0.031,0.047,44.0,0.658333,1.3,15.0,11.625,30.0,28.0,0.083333,1.0,1.0,1,dark pink
7992,33.45797,-112.04659,0.031,0.034,31.0,0.470833,0.6,7.0,12.636364,32.0,30.0,0.130435,1.0,1.0,1,dark pink
7996,33.45797,-112.04659,0.030059,0.045,42.0,0.4125,0.5,6.0,7.958333,30.0,28.0,0.0,0.0,0.0,1,dark pink
8000,33.45797,-112.04659,0.029824,0.045,42.0,0.533333,0.6,7.0,13.75,30.0,28.0,0.041667,1.0,1.0,1,dark pink
8004,33.45797,-112.04659,0.032471,0.045,42.0,0.533333,0.6,7.0,14.458333,29.0,27.0,0.166667,1.0,1.0,1,dark pink
8008,33.45797,-112.04659,0.029529,0.052,48.0,0.566667,0.8,9.0,19.125,49.0,46.0,0.375,5.0,7.0,1,dark pink
8012,33.45797,-112.04659,0.032471,0.045,42.0,0.65,1.1,13.0,14.291667,44.0,42.0,0.25,2.0,3.0,1,dark pink
8016,33.45797,-112.04659,0.032412,0.044,41.0,0.545833,0.7,8.0,10.416667,24.0,23.0,0.041667,1.0,1.0,3,dark purple
8020,33.45797,-112.04659,0.037471,0.046,43.0,0.5375,0.6,7.0,11.25,28.0,26.0,0.166667,1.0,1.0,1,dark pink
8024,33.45797,-112.04659,0.038412,0.051,47.0,0.416667,0.7,8.0,12.772727,29.0,27.0,0.090909,1.0,1.0,1,dark pink
8028,33.45797,-112.04659,0.038529,0.05,46.0,0.329167,0.5,6.0,14.416667,33.0,31.0,0.166667,1.0,1.0,1,dark pink
8032,33.45797,-112.04659,0.028059,0.043,40.0,0.320833,0.6,7.0,17.041667,38.0,36.0,0.125,2.0,3.0,1,dark pink
8036,33.45797,-112.04659,0.024529,0.047,44.0,0.475,0.8,9.0,20.833333,45.0,42.0,0.625,4.0,6.0,1,dark pink
8040,33.45797,-112.04659,0.040059,0.05,46.0,0.4125,1.0,11.0,10.375,34.0,32.0,0.125,1.0,1.0,1,dark pink
8044,33.45797,-112.04659,0.040353,0.051,47.0,0.241667,0.3,3.0,7.416667,19.0,18.0,0.041667,1.0,1.0,3,dark purple
8048,33.45797,-112.04659,0.038118,0.039,36.0,0.258333,0.3,3.0,7.857143,24.0,23.0,0.0,0.0,0.0,3,dark purple
8052,33.45797,-112.04659,0.043529,0.053,49.0,0.183333,0.2,2.0,4.291667,8.0,8.0,0.0,0.0,0.0,3,dark purple
8056,33.45797,-112.04659,0.033588,0.05,46.0,0.241667,0.4,5.0,15.125,43.0,41.0,0.125,1.0,1.0,1,dark pink
8060,33.45797,-112.04659,0.032529,0.053,49.0,0.316667,0.6,7.0,17.958333,49.0,46.0,0.166667,1.0,1.0,1,dark pink
8064,33.45797,-112.04659,0.029353,0.05,46.0,0.370833,0.7,8.0,18.541667,45.0,42.0,0.166667,1.0,1.0,1,dark pink
8068,33.45797,-112.04659,0.035824,0.046,43.0,0.35,0.8,9.0,10.0,35.0,33.0,0.083333,2.0,3.0,1,dark pink
8072,33.45797,-112.04659,0.033471,0.057,58.0,0.295833,0.6,7.0,13.541667,43.0,41.0,0.083333,1.0,1.0,1,dark pink
8076,33.45797,-112.04659,0.034588,0.057,58.0,0.470833,0.9,10.0,20.458333,45.0,42.0,0.291667,1.0,1.0,1,dark pink
8080,33.45797,-112.04659,0.039,0.044,41.0,0.383333,0.5,6.0,14.875,43.0,41.0,0.208333,2.0,3.0,1,dark pink
8084,33.45797,-112.04659,0.036471,0.048,44.0,0.241667,0.3,3.0,10.272727,34.0,32.0,0.086957,1.0,1.0,1,dark pink
8088,33.45797,-112.04659,0.037529,0.048,44.0,0.291667,0.4,5.0,13.875,28.0,26.0,0.208333,1.0,1.0,1,dark pink
8092,33.45797,-112.04659,0.042529,0.047,44.0,0.2375,0.3,3.0,5.958333,17.0,16.0,0.083333,1.0,1.0,3,dark purple
8096,33.45797,-112.04659,0.041765,0.053,49.0,0.245833,0.3,3.0,8.833333,23.0,22.0,0.0,0.0,0.0,3,dark purple
8100,33.45797,-112.04659,0.034235,0.053,49.0,0.3,0.4,5.0,11.416667,30.0,28.0,0.0,0.0,0.0,1,dark pink
8104,33.45797,-112.04659,0.033647,0.058,61.0,0.470833,0.7,8.0,25.434783,55.0,52.0,0.391304,2.0,3.0,1,dark pink
8108,33.45797,-112.04659,0.043118,0.063,77.0,0.6,1.0,11.0,24.875,53.0,50.0,0.541667,2.0,3.0,0,pink
8112,33.45797,-112.04659,0.037412,0.056,54.0,0.354167,0.5,6.0,17.833333,37.0,35.0,0.166667,1.0,1.0,1,dark pink
8116,33.45797,-112.04659,0.043706,0.051,47.0,0.3,0.4,5.0,11.125,36.0,34.0,0.083333,1.0,1.0,1,dark pink
8120,33.45797,-112.04659,0.049529,0.064,80.0,0.291667,0.4,5.0,10.833333,24.0,23.0,0.083333,1.0,1.0,0,pink
8124,33.45797,-112.04659,0.037882,0.06,67.0,0.358333,0.6,7.0,15.625,45.0,42.0,0.25,1.0,1.0,1,dark pink
8128,33.45797,-112.04659,0.050294,0.059,64.0,0.429167,0.9,10.0,9.791667,44.0,42.0,0.166667,1.0,1.0,1,dark pink
8132,33.45797,-112.04659,0.038471,0.055,51.0,0.316667,0.4,5.0,12.166667,30.0,28.0,0.083333,1.0,1.0,1,dark pink
8136,33.45797,-112.04659,0.043647,0.054,50.0,0.254167,0.4,5.0,11.166667,27.0,25.0,0.041667,1.0,1.0,1,dark pink
8140,33.45797,-112.04659,0.038353,0.051,47.0,0.129167,0.2,2.0,13.363636,36.0,34.0,0.173913,1.0,1.0,1,dark pink
8144,33.45797,-112.04659,0.034529,0.055,51.0,0.1875,0.4,5.0,16.791667,45.0,42.0,0.208333,1.0,1.0,1,dark pink
8148,33.45797,-112.04659,0.036471,0.062,74.0,0.316667,0.5,6.0,20.625,50.0,47.0,0.25,1.0,1.0,0,pink
8152,33.45797,-112.04659,0.049,0.053,49.0,0.270833,0.7,8.0,13.0,43.0,41.0,0.227273,1.0,1.0,1,dark pink
8156,33.45797,-112.04659,0.048529,0.055,51.0,0.390909,0.4,5.0,5.538462,10.0,9.0,0.0,0.0,0.0,3,dark purple
8160,33.45797,-112.04659,0.043882,0.053,49.0,0.433333,0.6,7.0,13.375,38.0,36.0,0.0,0.0,0.0,1,dark pink
8164,33.45797,-112.04659,0.049588,0.055,51.0,0.4,0.5,6.0,8.782609,31.0,29.0,0.0,0.0,0.0,1,dark pink
8168,33.45797,-112.04659,0.045118,0.063,77.0,0.2125,0.3,3.0,14.541667,38.0,36.0,0.0,0.0,0.0,0,pink
8172,33.45797,-112.04659,0.034353,0.057,58.0,0.2125,0.5,6.0,22.0,44.0,42.0,0.25,2.0,3.0,1,dark pink
8176,33.45797,-112.04659,0.035588,0.06,67.0,0.3125,0.7,8.0,19.291667,51.0,48.0,0.166667,1.0,1.0,1,dark pink
8180,33.45797,-112.04659,0.044824,0.057,58.0,0.333333,0.9,10.0,16.25,47.0,44.0,0.083333,1.0,1.0,1,dark pink
8184,33.45797,-112.04659,0.034294,0.05,46.0,0.091667,0.2,2.0,13.083333,27.0,25.0,0.041667,1.0,1.0,1,dark pink
8188,33.45797,-112.04659,0.036353,0.049,45.0,0.154167,0.3,3.0,15.318182,39.0,37.0,0.0,0.0,0.0,1,dark pink
8192,33.45797,-112.04659,0.034882,0.045,42.0,0.129167,0.2,2.0,11.333333,28.0,26.0,0.041667,1.0,1.0,1,dark pink
8196,33.45797,-112.04659,0.041059,0.049,45.0,0.120833,0.3,3.0,11.583333,31.0,29.0,0.041667,1.0,1.0,1,dark pink
8200,33.45797,-112.04659,0.044529,0.051,47.0,0.0375,0.1,1.0,8.25,19.0,18.0,0.0,0.0,0.0,3,dark purple
8204,33.45797,-112.04659,0.038765,0.047,44.0,0.0,0.0,0.0,5.583333,17.0,16.0,0.0,0.0,0.0,3,dark purple
8208,33.45797,-112.04659,0.037294,0.049,45.0,0.029167,0.1,1.0,7.791667,28.0,26.0,0.0,0.0,0.0,1,dark pink
8212,33.45797,-112.04659,0.041471,0.05,46.0,0.108333,0.2,2.0,10.391304,31.0,29.0,0.0,0.0,0.0,1,dark pink
8216,33.45797,-112.04659,0.045941,0.056,54.0,0.1125,0.2,2.0,9.375,27.0,25.0,0.0,0.0,0.0,1,dark pink
8220,33.45797,-112.04659,0.043824,0.058,61.0,0.116667,0.2,2.0,11.083333,30.0,28.0,0.041667,1.0,1.0,0,pink
8224,33.45797,-112.04659,0.040059,0.056,54.0,0.120833,0.2,2.0,12.791667,29.0,27.0,0.0,0.0,0.0,1,dark pink
8228,33.45797,-112.04659,0.034059,0.046,43.0,0.116667,0.2,2.0,11.166667,30.0,28.0,0.0,0.0,0.0,1,dark pink
8232,33.45797,-112.04659,0.036824,0.04,37.0,0.075,0.2,2.0,7.666667,21.0,20.0,0.0,0.0,0.0,3,dark purple
8236,33.45797,-112.04659,0.049353,0.056,54.0,0.0,0.0,0.0,3.166667,7.0,7.0,0.0,0.0,0.0,3,dark purple
8240,33.45797,-112.04659,0.045176,0.056,54.0,0.070833,0.1,1.0,5.5,22.0,21.0,0.0,0.0,0.0,3,dark purple
8244,33.45797,-112.04659,0.043353,0.057,58.0,0.170833,0.2,2.0,12.833333,34.0,32.0,0.041667,1.0,1.0,1,dark pink
8248,33.45797,-112.04659,0.040176,0.062,74.0,0.204167,0.3,3.0,18.590909,38.0,36.0,0.0,0.0,0.0,0,pink
8252,33.45797,-112.04659,0.041706,0.06,67.0,0.2375,0.4,5.0,19.166667,42.0,40.0,0.0,0.0,0.0,1,dark pink
8256,33.45797,-112.04659,0.038941,0.051,47.0,0.154167,0.2,2.0,11.916667,26.0,25.0,0.0,0.0,0.0,1,dark pink
8260,33.45797,-112.04659,0.040353,0.053,49.0,0.120833,0.2,2.0,9.416667,29.0,27.0,0.0,0.0,0.0,1,dark pink
8264,33.45797,-112.04659,0.032,0.046,43.0,0.091667,0.2,2.0,7.375,19.0,18.0,0.0,0.0,0.0,3,dark purple
8268,33.45797,-112.04659,0.031765,0.044,41.0,0.15,0.2,2.0,10.208333,22.0,21.0,0.0,0.0,0.0,3,dark purple
8272,33.45797,-112.04659,0.036235,0.05,46.0,0.1375,0.2,2.0,9.043478,23.0,22.0,0.0,0.0,0.0,3,dark purple
8276,33.45797,-112.04659,0.035824,0.05,46.0,0.108333,0.2,2.0,10.291667,22.0,21.0,0.0,0.0,0.0,3,dark purple
8280,33.45797,-112.04659,0.038824,0.059,64.0,0.179167,0.3,3.0,12.625,26.0,25.0,0.0,0.0,0.0,0,pink
8284,33.45797,-112.04659,0.023706,0.037,34.0,0.1,0.1,1.0,8.076923,18.0,17.0,0.0,0.0,0.0,3,dark purple
8288,33.45797,-112.04659,0.020529,0.028,26.0,0.108333,0.2,2.0,9.208333,27.0,25.0,0.0,0.0,0.0,1,dark pink
8292,33.45797,-112.04659,0.018,0.028,26.0,0.025,0.1,1.0,5.541667,13.0,12.0,0.0,0.0,0.0,3,dark purple
8296,33.45797,-112.04659,0.019353,0.029,27.0,0.0,0.0,0.0,5.291667,10.0,9.0,0.0,0.0,0.0,3,dark purple
8300,33.45797,-112.04659,0.018235,0.034,31.0,0.129167,0.3,3.0,12.875,27.0,25.0,0.0,0.0,0.0,1,dark pink
8304,33.45797,-112.04659,0.049941,0.059,64.0,0.279167,0.4,5.0,12.478261,27.0,25.0,0.0,0.0,0.0,0,pink
8308,33.45797,-112.04659,0.049706,0.062,74.0,0.025,0.1,1.0,7.904762,23.0,22.0,0.0,0.0,0.0,0,pink
8312,33.45797,-112.04659,0.039353,0.055,51.0,0.066667,0.1,1.0,9.409091,19.0,18.0,0.0,0.0,0.0,3,dark purple
8316,33.45797,-112.04659,0.044176,0.058,61.0,0.0625,0.1,1.0,7.291667,17.0,16.0,0.0,0.0,0.0,3,dark purple
8320,33.45797,-112.04659,0.042,0.055,51.0,0.070833,0.1,1.0,6.916667,15.0,14.0,0.0,0.0,0.0,3,dark purple
8324,33.45797,-112.04659,0.041471,0.053,49.0,0.0125,0.1,1.0,6.083333,15.0,14.0,0.0,0.0,0.0,3,dark purple
8328,33.45797,-112.04659,0.055176,0.066,87.0,0.0625,0.2,2.0,6.0,15.0,14.0,0.0,0.0,0.0,0,pink
8332,33.45797,-112.04659,0.047765,0.062,74.0,0.004167,0.1,1.0,6.708333,28.0,26.0,0.0,0.0,0.0,0,pink
8336,33.45797,-112.04659,0.052235,0.059,64.0,0.091667,0.1,1.0,9.578947,25.0,24.0,0.0,0.0,0.0,0,pink
8340,33.45797,-112.04659,0.045647,0.063,77.0,0.091667,0.2,2.0,9.416667,21.0,20.0,0.0,0.0,0.0,0,pink
8344,33.45797,-112.04659,0.040765,0.049,45.0,0.079167,0.2,2.0,7.416667,16.0,15.0,0.0,0.0,0.0,3,dark purple
8348,33.45797,-112.04659,0.030941,0.043,40.0,0.0,0.0,0.0,8.0,23.0,22.0,0.041667,1.0,1.0,3,dark purple
8352,33.45797,-112.04659,0.030882,0.042,39.0,0.0375,0.1,1.0,8.333333,21.0,20.0,0.0,0.0,0.0,3,dark purple
8356,33.45797,-112.04659,0.035059,0.039,36.0,0.0,0.0,0.0,5.25,12.0,11.0,0.0,0.0,0.0,3,dark purple
8360,33.45797,-112.04659,0.035941,0.045,42.0,0.05,0.1,1.0,8.333333,17.0,16.0,0.0,0.0,0.0,3,dark purple
8364,33.45797,-112.04659,0.031294,0.04,37.0,0.075,0.1,1.0,10.5,30.0,28.0,0.041667,1.0,1.0,1,dark pink
8368,33.45797,-112.04659,0.031588,0.046,43.0,0.145833,0.3,3.0,16.541667,35.0,33.0,0.0,0.0,0.0,1,dark pink
8372,33.45797,-112.04659,0.035294,0.045,42.0,0.091667,0.2,2.0,10.75,28.0,26.0,0.0,0.0,0.0,1,dark pink
8376,33.45797,-112.04659,0.048765,0.054,50.0,0.070833,0.1,1.0,8.416667,17.0,16.0,0.0,0.0,0.0,3,dark purple
8380,33.45797,-112.04659,0.045588,0.064,80.0,0.025,0.1,1.0,5.875,18.0,17.0,0.0,0.0,0.0,0,pink
8384,33.45797,-112.04659,0.040353,0.048,44.0,0.120833,0.2,2.0,12.0,28.0,26.0,0.0,0.0,0.0,1,dark pink
8388,33.45797,-112.04659,0.046118,0.05,46.0,0.0875,0.2,2.0,7.952381,20.0,19.0,0.0,0.0,0.0,3,dark purple
8392,33.45797,-112.04659,0.051235,0.061,71.0,0.0625,0.1,1.0,6.791667,13.0,12.0,0.0,0.0,0.0,0,pink
8396,33.45797,-112.04659,0.055588,0.066,87.0,0.1,0.2,2.0,7.833333,19.0,18.0,0.0,0.0,0.0,0,pink
8400,33.45797,-112.04659,0.054882,0.066,87.0,0.1,0.2,2.0,7.833333,19.0,18.0,0.0,0.0,0.0,0,pink
8404,33.45797,-112.04659,0.058647,0.074,112.0,0.070833,0.1,1.0,8.416667,16.0,15.0,0.0,0.0,0.0,0,pink
8408,33.45797,-112.04659,0.041286,0.048,112.0,0.070833,0.1,1.0,8.416667,16.0,15.0,0.0,0.0,0.0,0,pink
8412,33.45797,-112.04659,0.053941,0.063,77.0,0.0625,0.1,1.0,6.625,11.0,10.0,0.0,0.0,0.0,0,pink
8416,33.45797,-112.04659,0.054941,0.068,93.0,0.054167,0.1,1.0,6.0,12.0,11.0,0.0,0.0,0.0,0,pink
8420,33.45797,-112.04659,0.048882,0.065,84.0,0.125,0.2,2.0,9.434783,25.0,24.0,0.0,0.0,0.0,0,pink
8424,33.45797,-112.04659,0.041588,0.048,44.0,0.070833,0.1,1.0,7.708333,23.0,22.0,0.0,0.0,0.0,3,dark purple
8428,33.45797,-112.04659,0.044353,0.055,51.0,0.0875,0.2,2.0,6.541667,14.0,13.0,0.0,0.0,0.0,3,dark purple
8432,33.45797,-112.04659,0.047529,0.058,61.0,0.0625,0.1,1.0,5.791667,12.0,11.0,0.0,0.0,0.0,3,dark purple
8436,33.45797,-112.04659,0.047471,0.059,64.0,0.108333,0.2,2.0,9.583333,23.0,22.0,0.0,0.0,0.0,0,pink
8440,33.45797,-112.04659,0.051176,0.063,77.0,0.079167,0.1,1.0,4.958333,13.0,12.0,0.0,0.0,0.0,0,pink
8444,33.45797,-112.04659,0.049176,0.057,58.0,0.058333,0.1,1.0,4.125,7.0,7.0,0.0,0.0,0.0,3,dark purple
8448,33.45797,-112.04659,0.054353,0.063,77.0,0.095833,0.2,2.0,6.25,13.0,12.0,0.0,0.0,0.0,0,pink
8452,33.45797,-112.04659,0.044588,0.053,49.0,0.104167,0.2,2.0,7.875,21.0,20.0,0.0,0.0,0.0,3,dark purple
8456,33.45797,-112.04659,0.040588,0.052,48.0,0.1,0.2,2.0,8.095238,13.0,12.0,0.0,0.0,0.0,3,dark purple
8460,33.45797,-112.04659,0.037588,0.046,43.0,0.170833,0.3,3.0,8.666667,19.0,18.0,0.0,0.0,0.0,3,dark purple
8464,33.45797,-112.04659,0.044294,0.057,58.0,0.070833,0.1,1.0,7.416667,11.0,10.0,0.0,0.0,0.0,3,dark purple
8468,33.45797,-112.04659,0.050529,0.063,77.0,0.095833,0.1,1.0,6.958333,18.0,17.0,0.0,0.0,0.0,0,pink
8472,33.45797,-112.04659,0.052167,0.06,67.0,0.0625,0.1,1.0,5.958333,11.0,10.0,0.0,0.0,0.0,0,pink
12268,33.503833,-112.095767,0.029529,0.045,42.0,0.136842,0.3,3.0,5.708333,20.5,19.0,0.0,0.6,0.0,3,dark purple
12272,33.503833,-112.095767,0.018647,0.041,38.0,0.416667,0.8,9.0,19.7625,34.9,32.0,0.091667,0.9,0.0,1,dark pink
12276,33.503833,-112.095767,0.015176,0.031,29.0,0.75,1.0,11.0,24.804167,46.7,43.0,0.647619,1.5,1.0,1,dark pink
12280,33.503833,-112.095767,0.013471,0.029,27.0,0.575,1.0,11.0,23.008696,41.4,39.0,0.341667,1.1,1.0,1,dark pink
12284,33.503833,-112.095767,0.012353,0.027,25.0,0.666667,1.0,11.0,25.6,40.7,38.0,0.529167,1.1,1.0,1,dark pink
12288,33.503833,-112.095767,0.009588,0.022,20.0,0.7125,1.1,13.0,26.916667,46.0,43.0,0.654167,1.6,1.0,1,dark pink
12292,33.503833,-112.095767,0.015471,0.031,29.0,0.683333,1.3,15.0,23.829167,44.6,42.0,0.5375,1.5,1.0,1,dark pink
12296,33.503833,-112.095767,0.015824,0.034,31.0,0.5125,1.1,13.0,20.808333,38.5,36.0,0.229167,0.7,0.0,1,dark pink
12300,33.503833,-112.095767,0.025118,0.039,36.0,0.595833,0.9,10.0,18.0375,38.1,36.0,0.166667,0.8,0.0,1,dark pink
12304,33.503833,-112.095767,0.036412,0.045,42.0,0.370588,0.8,9.0,15.986364,41.0,39.0,0.242857,1.8,1.0,1,dark pink
12308,33.503833,-112.095767,0.017,0.04,37.0,0.366667,0.8,9.0,19.258333,39.2,37.0,0.229167,1.4,1.0,1,dark pink
12312,33.503833,-112.095767,0.011529,0.025,23.0,0.758333,1.1,13.0,30.133333,46.2,43.0,0.695833,2.6,3.0,1,dark pink
12316,33.503833,-112.095767,0.014529,0.03,28.0,0.683333,1.2,14.0,26.370833,45.5,42.0,0.491667,1.6,1.0,1,dark pink
